<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI [RTSIDX],Daily,20030527,0,457.680000,461.100000,456.670000,461.100000,16329135.000000
RTSI [RTSIDX],Daily,20030528,0,466.730000,471.220000,466.730000,471.150000,28039538.000000
RTSI [RTSIDX],Daily,20030529,0,468.850000,469.930000,464.630000,469.060000,28421289.000000
RTSI [RTSIDX],Daily,20030530,0,469.910000,469.930000,467.100000,467.100000,19493238.000000
RTSI [RTSIDX],Daily,20030602,0,466.670000,466.670000,455.520000,455.660000,22512060.000000
RTSI [RTSIDX],Daily,20030603,0,458.630000,460.860000,457.660000,460.860000,17965856.000000
RTSI [RTSIDX],Daily,20030604,0,460.870000,460.870000,458.430000,459.360000,17088675.000000
RTSI [RTSIDX],Daily,20030605,0,463.180000,463.600000,460.140000,460.500000,15524955.000000
RTSI [RTSIDX],Daily,20030606,0,460.400000,467.090000,460.400000,467.060000,22287010.000000
RTSI [RTSIDX],Daily,20030609,0,471.970000,473.150000,469.490000,469.490000,34240774.000000
RTSI [RTSIDX],Daily,20030610,0,471.300000,472.130000,464.850000,467.200000,23983114.000000
RTSI [RTSIDX],Daily,20030611,0,462.550000,464.830000,460.760000,464.830000,16664207.000000
RTSI [RTSIDX],Daily,20030616,0,471.950000,485.330000,471.950000,485.330000,21224160.000000
RTSI [RTSIDX],Daily,20030617,0,491.910000,497.830000,491.910000,495.500000,28928506.000000
RTSI [RTSIDX],Daily,20030618,0,496.180000,496.180000,493.040000,494.230000,21837773.000000
RTSI [RTSIDX],Daily,20030619,0,494.820000,494.820000,481.900000,481.900000,21127727.000000
RTSI [RTSIDX],Daily,20030620,0,484.530000,488.550000,484.530000,487.890000,19259963.000000
RTSI [RTSIDX],Daily,20030621,0,492.140000,492.690000,491.280000,491.780000,17736073.000000
RTSI [RTSIDX],Daily,20030623,0,491.280000,491.280000,486.300000,489.990000,21603793.000000
RTSI [RTSIDX],Daily,20030624,0,487.220000,493.930000,487.220000,492.820000,25653759.000000
RTSI [RTSIDX],Daily,20030625,0,493.300000,502.110000,493.040000,502.110000,18052826.000000
RTSI [RTSIDX],Daily,20030626,0,504.400000,506.360000,496.500000,497.630000,33344900.000000
RTSI [RTSIDX],Daily,20030627,0,497.950000,499.290000,497.350000,499.290000,25496816.000000
RTSI [RTSIDX],Daily,20030630,0,500.070000,503.650000,500.070000,503.510000,17565733.000000
RTSI [RTSIDX],Daily,20030701,0,501.870000,502.960000,499.190000,502.960000,44753650.000000
RTSI [RTSIDX],Daily,20030702,0,507.080000,518.070000,507.080000,518.070000,31904918.000000
RTSI [RTSIDX],Daily,20030703,0,510.710000,515.060000,508.440000,508.440000,26666085.000000
RTSI [RTSIDX],Daily,20030704,0,505.310000,509.070000,504.620000,509.070000,31441004.000000
RTSI [RTSIDX],Daily,20030707,0,518.840000,521.750000,516.670000,516.820000,19400440.000000
RTSI [RTSIDX],Daily,20030708,0,511.560000,513.330000,509.010000,513.330000,18925517.000000
RTSI [RTSIDX],Daily,20030709,0,509.560000,509.560000,493.770000,493.770000,37227238.000000
RTSI [RTSIDX],Daily,20030710,0,479.520000,483.530000,476.050000,478.140000,33253801.000000
RTSI [RTSIDX],Daily,20030711,0,471.160000,472.410000,461.400000,462.200000,42223705.000000
RTSI [RTSIDX],Daily,20030714,0,463.620000,470.650000,463.620000,470.650000,26647832.000000
RTSI [RTSIDX],Daily,20030715,0,470.960000,476.060000,470.960000,473.250000,20978538.000000
RTSI [RTSIDX],Daily,20030716,0,470.310000,470.310000,448.670000,448.670000,34891212.000000
RTSI [RTSIDX],Daily,20030717,0,444.260000,447.920000,427.640000,427.640000,37789883.000000
RTSI [RTSIDX],Daily,20030718,0,431.270000,439.640000,429.310000,437.200000,22354291.000000
RTSI [RTSIDX],Daily,20030721,0,437.260000,441.210000,435.350000,441.210000,19851359.000000
RTSI [RTSIDX],Daily,20030722,0,448.260000,450.100000,445.940000,449.760000,23027120.000000
RTSI [RTSIDX],Daily,20030723,0,448.350000,448.350000,442.890000,443.870000,18529802.000000
RTSI [RTSIDX],Daily,20030724,0,448.370000,452.450000,446.010000,452.450000,21534629.000000
RTSI [RTSIDX],Daily,20030725,0,457.160000,465.240000,457.160000,460.680000,14126647.000000
RTSI [RTSIDX],Daily,20030728,0,463.580000,464.630000,459.660000,459.840000,16986169.000000
RTSI [RTSIDX],Daily,20030729,0,453.280000,453.280000,448.770000,451.490000,22736208.000000
RTSI [RTSIDX],Daily,20030730,0,452.580000,456.150000,452.360000,452.640000,28153671.000000
RTSI [RTSIDX],Daily,20030731,0,449.560000,457.020000,449.560000,457.020000,6715306.000000
RTSI [RTSIDX],Daily,20030801,0,455.180000,455.180000,451.050000,451.050000,14250061.000000
RTSI [RTSIDX],Daily,20030804,0,455.670000,456.570000,454.680000,455.110000,7320010.000000
RTSI [RTSIDX],Daily,20030805,0,457.610000,460.870000,456.930000,460.270000,14860969.000000
RTSI [RTSIDX],Daily,20030806,0,456.430000,464.830000,455.780000,464.830000,8909135.000000
RTSI [RTSIDX],Daily,20030807,0,471.520000,474.290000,470.830000,474.290000,11939117.000000
RTSI [RTSIDX],Daily,20030808,0,469.460000,473.080000,467.930000,473.080000,10847696.000000
RTSI [RTSIDX],Daily,20030811,0,477.100000,481.030000,477.100000,481.030000,11256971.000000
RTSI [RTSIDX],Daily,20030812,0,482.960000,483.340000,482.310000,482.310000,9483246.000000
RTSI [RTSIDX],Daily,20030813,0,494.030000,495.910000,492.820000,495.040000,18708046.000000
RTSI [RTSIDX],Daily,20030814,0,496.520000,497.850000,493.740000,497.850000,11674288.000000
RTSI [RTSIDX],Daily,20030815,0,504.180000,513.190000,504.180000,510.840000,26423081.000000
RTSI [RTSIDX],Daily,20030818,0,515.470000,523.470000,515.470000,523.470000,16751087.000000
RTSI [RTSIDX],Daily,20030819,0,527.880000,528.330000,524.120000,528.330000,16810957.000000
RTSI [RTSIDX],Daily,20030820,0,522.620000,522.620000,515.160000,516.770000,20717857.000000
RTSI [RTSIDX],Daily,20030821,0,523.050000,526.560000,520.000000,525.860000,16457688.000000
RTSI [RTSIDX],Daily,20030822,0,524.280000,526.710000,523.330000,526.710000,17597192.000000
RTSI [RTSIDX],Daily,20030825,0,527.170000,527.690000,524.900000,527.690000,20149269.000000
